company_name,founding_year,vc_backed_binary,start_date,exit_date,exit_type,source,tags,team_size,country,adjusted_start,end_date,event,time_years,sector,geography,team_size_category,post_2008,years_since_founding,decade,vc_x_post2008,log_time_years
Oaktree Capital Group LLC,1995,0,1996-01-01,2012-04-11,IPO,Jay_Ritter,,,,1996-01-01,2012-04-11,1,16.27652292950034,Other,Unknown,Unknown,0,29,1990,0,2.8493485237709595
Digital Cinema Destinations,2010,0,2011-01-01,2012-04-17,IPO,Jay_Ritter,,,,2011-01-01,2012-04-17,1,1.2922655715263518,Other,Unknown,Unknown,1,14,2010,0,0.8295406610435051
SandRidge Mississippian,2011,0,2012-01-01,2012-04-17,IPO,Jay_Ritter,,,,2012-01-01,2012-04-17,1,0.2929500342231348,Other,Unknown,Unknown,1,13,2010,0,0.25692645575081
Splunk Inc,2003,1,2004-12-01,2012-04-18,IPO,Jay_Ritter,,,,2004-12-01,2012-04-18,1,7.378507871321013,Other,Unknown,Unknown,0,21,2000,0,2.125669840324813
Infoblox Inc,1999,1,2005-04-25,2012-04-19,IPO,Jay_Ritter,,,,2005-04-25,2012-04-19,1,6.98425735797399,Other,Unknown,Unknown,0,25,1990,0,2.077471772704831
Proofpoint Inc,2002,1,2003-10-14,2012-04-19,IPO,Jay_Ritter,,,,2003-10-14,2012-04-19,1,8.514715947980836,Other,Unknown,Unknown,0,22,2000,0,2.252839647226393
Clearsign Combustion Corp,2008,0,2009-01-01,2012-04-24,IPO,Jay_Ritter,,,,2009-01-01,2012-04-24,1,3.3100616016427105,Other,Unknown,Unknown,0,16,2000,0,1.4609521967380432
Envivio Inc,2000,1,2008-09-01,2012-04-24,IPO,Jay_Ritter,,,,2008-09-01,2012-04-24,1,3.6440793976728263,Other,Unknown,Unknown,0,24,2000,0,1.53559316051827
Nuveen Real Asset Income,2012,0,2012-01-01,2012-04-25,IPO,Jay_Ritter,,,,2012-01-01,2012-04-25,1,0.3148528405201916,Other,Unknown,Unknown,1,12,2010,0,0.2737247510178571
Prudential Short Duration High,2011,0,2012-01-01,2012-04-25,IPO,Jay_Ritter,,,,2012-01-01,2012-04-25,1,0.3148528405201916,Other,Unknown,Unknown,1,13,2010,0,0.2737247510178571
Supernus Pharmaceuticals Inc,2005,0,2011-01-26,2012-04-30,IPO,Jay_Ritter,,,,2011-01-26,2012-04-30,1,1.2594113620807663,Other,Unknown,Unknown,0,19,2000,0,0.8151043201024935
EverBank Financial Corp,2004,0,2005-01-01,2012-05-02,IPO,Jay_Ritter,,,,2005-01-01,2012-05-02,1,7.331964407939768,Other,Unknown,Unknown,0,20,2000,0,2.120099251658897
PetroLogistics LP,2007,0,2008-01-01,2012-05-03,IPO,Jay_Ritter,,,,2008-01-01,2012-05-03,1,4.336755646817249,Other,Unknown,Unknown,0,17,2000,0,1.6746179115589006
Audience Inc,2000,1,2009-02-01,2012-05-09,IPO,Jay_Ritter,,,,2009-02-01,2012-05-09,1,3.266255989048597,Other,Unknown,Unknown,0,24,2000,0,1.450736625058151
WageWorks Inc,2000,1,2010-01-07,2012-05-09,IPO,Jay_Ritter,,,,2010-01-07,2012-05-09,1,2.3353867214236823,Other,Unknown,Unknown,0,24,2000,0,1.2045886310928067
Facebook Inc,2004,1,2004-09-01,2012-05-17,IPO,Jay_Ritter,,,,2004-09-01,2012-05-17,1,7.707049965776865,Other,Unknown,Unknown,0,20,2000,0,2.1641330384055113
PIMCO Dynamic Income Fund,2011,0,2012-01-01,2012-05-24,IPO,Jay_Ritter,,,,2012-01-01,2012-05-24,1,0.3942505133470226,Other,Unknown,Unknown,1,13,2010,0,0.33235700447610633
ClearBridge Energy MLP Total,2012,0,2012-01-01,2012-06-26,IPO,Jay_Ritter,,,,2012-01-01,2012-06-26,1,0.4845995893223819,Other,Unknown,Unknown,1,12,2010,0,0.3951450990761749
EQT Midstream Partners LP,2012,0,2012-01-01,2012-06-26,IPO,Jay_Ritter,,,,2012-01-01,2012-06-26,1,0.4845995893223819,Other,Unknown,Unknown,1,12,2010,0,0.3951450990761749
Tesaro Inc,2010,1,2010-05-28,2012-06-27,IPO,Jay_Ritter,,,,2010-05-28,2012-06-27,1,2.083504449007529,Other,Unknown,Unknown,1,14,2010,1,1.1260667582917387
ServiceNow Inc,2004,1,2005-07-05,2012-06-28,IPO,Jay_Ritter,,,,2005-07-05,2012-06-28,1,6.981519507186858,Other,Unknown,Unknown,0,20,2000,0,2.0771288077696335
Durata Therapeutics Inc,2009,1,2009-01-01,2012-07-18,IPO,Jay_Ritter,,,,2009-01-01,2012-07-18,1,3.542778918548939,Other,Unknown,Unknown,1,15,2000,1,1.5135389213952255
Five Below Inc,2002,1,2003-01-01,2012-07-18,IPO,Jay_Ritter,,,,2003-01-01,2012-07-18,1,9.544147843942506,Other,Unknown,Unknown,0,22,2000,0,2.355570999280069
Infinity Cross Border Acquisit,2011,0,2012-01-01,2012-07-19,IPO,Jay_Ritter,,,,2012-01-01,2012-07-19,1,0.5475701574264202,Other,Unknown,Unknown,1,13,2010,0,0.4366860605272703
KAYAK Software Corp,2004,1,2005-01-01,2012-07-19,IPO,Jay_Ritter,,,,2005-01-01,2012-07-19,1,7.545516769336071,Other,Unknown,Unknown,0,20,2000,0,2.145406790963174
Palo Alto Networks Inc,2005,1,2006-01-01,2012-07-19,IPO,Jay_Ritter,,,,2006-01-01,2012-07-19,1,6.546201232032854,Other,Unknown,Unknown,0,19,2000,0,2.0210442885643474
E2open Inc,2000,1,2001-01-01,2012-07-25,IPO,Jay_Ritter,,,,2001-01-01,2012-07-25,1,11.561943874058864,Other,Unknown,Unknown,0,24,2000,0,2.5306719161077726
Hyperion Therapeutics Inc,2006,1,2007-09-05,2012-07-25,IPO,Jay_Ritter,,,,2007-09-05,2012-07-25,1,4.887063655030801,Other,Unknown,Unknown,0,18,2000,0,1.7727573428007801
Northern Tier Energy LP,2011,0,2012-01-01,2012-07-25,IPO,Jay_Ritter,,,,2012-01-01,2012-07-25,1,0.5639972621492129,Other,Unknown,Unknown,1,13,2010,0,0.4472448915776056
AmREIT Inc,2002,0,2003-01-01,2012-07-26,IPO,Jay_Ritter,,,,2003-01-01,2012-07-26,1,9.566050650239562,Other,Unknown,Unknown,0,22,2000,0,2.3576460924311418
Cohen & Steers Limited,2012,0,2012-01-01,2012-07-26,IPO,Jay_Ritter,,,,2012-01-01,2012-07-26,1,0.5667351129363449,Other,Unknown,Unknown,1,12,2010,0,0.4489939082018672
Tortoise Energy Independence F,2012,0,2012-01-01,2012-07-26,IPO,Jay_Ritter,,,,2012-01-01,2012-07-26,1,0.5667351129363449,Other,Unknown,Unknown,1,12,2010,0,0.4489939082018672
Hyde Park Acquisition Corp II,2011,0,2012-01-01,2012-08-01,IPO,Jay_Ritter,,,,2012-01-01,2012-08-01,1,0.5831622176591376,Other,Unknown,Unknown,1,13,2010,0,0.4594242504807397
Eloqua Inc,2000,1,2006-09-01,2012-08-02,IPO,Jay_Ritter,,,,2006-09-01,2012-08-02,1,5.919233401779603,Other,Unknown,Unknown,0,24,2000,0,1.934304983403358
Globus Medical Inc,2003,1,2004-01-01,2012-08-02,IPO,Jay_Ritter,,,,2004-01-01,2012-08-02,1,8.58590006844627,Other,Unknown,Unknown,0,21,2000,0,2.2602932759435093
Hi-Crush Partners LP,2012,0,2012-01-01,2012-08-15,IPO,Jay_Ritter,,,,2012-01-01,2012-08-15,1,0.621492128678987,Other,Unknown,Unknown,1,12,2010,0,0.483346792408086
Sound Financial Bancorp Inc,2012,0,2012-01-01,2012-08-15,IPO,Jay_Ritter,,,,2012-01-01,2012-08-15,1,0.621492128678987,Other,Unknown,Unknown,1,12,2010,0,0.483346792408086
BlackRock Muni Target Tr,2011,0,2012-01-01,2012-08-29,IPO,Jay_Ritter,,,,2012-01-01,2012-08-29,1,0.6598220396988365,Other,Unknown,Unknown,1,13,2010,0,0.5067103916208842
Capital Bank Financial Corp,2009,0,2010-01-01,2012-09-19,IPO,Jay_Ritter,,,,2010-01-01,2012-09-19,1,2.7159479808350446,Other,Unknown,Unknown,1,15,2000,0,1.3126338221547516
National Bank Holdings Corp,2009,1,2010-01-01,2012-09-19,IPO,Jay_Ritter,,,,2010-01-01,2012-09-19,1,2.7159479808350446,Other,Unknown,Unknown,1,15,2000,1,1.3126338221547516
Spirit Realty Capital Inc,2003,0,2004-01-01,2012-09-19,IPO,Jay_Ritter,,,,2004-01-01,2012-09-19,1,8.71731690622861,Other,Unknown,Unknown,0,21,2000,0,2.2739095419128743
Trulia Inc,2005,1,2005-09-01,2012-09-19,IPO,Jay_Ritter,,,,2005-09-01,2012-09-19,1,7.049965776865161,Other,Unknown,Unknown,0,19,2000,0,2.0856678401003372
Blackstone/GSO Strategic,2005,0,2006-01-01,2012-09-25,IPO,Jay_Ritter,,,,2006-01-01,2012-09-25,1,6.7323750855578375,Other,Unknown,Unknown,0,19,2000,0,2.0454160709762292
Qualys Inc,1999,1,2000-01-01,2012-09-27,IPO,Jay_Ritter,,,,2000-01-01,2012-09-27,1,12.739219712525667,Other,Unknown,Unknown,0,25,1990,0,2.620254495700227
Summit Midstream Partners LP,2009,0,2010-01-01,2012-09-27,IPO,Jay_Ritter,,,,2010-01-01,2012-09-27,1,2.737850787132101,Other,Unknown,Unknown,1,15,2000,0,1.3185107904014541
LifeLock Inc,2005,1,2006-10-01,2012-10-02,IPO,Jay_Ritter,,,,2006-10-01,2012-10-02,1,6.0041067761806985,Other,Unknown,Unknown,0,19,2000,0,1.946496659336056
JAVELIN Mortgage Invstmnt Corp,2012,0,2012-01-01,2012-10-03,IPO,Jay_Ritter,,,,2012-01-01,2012-10-03,1,0.75564681724846,Other,Unknown,Unknown,1,12,2010,0,0.5628373458541704
Luxfer Holdings PLC,1998,0,1999-01-01,2012-10-03,IPO,Jay_Ritter,,,,1999-01-01,2012-10-03,1,13.754962354551678,Other,Unknown,Unknown,0,26,1990,0,2.6915794570227343
Madison County Financial Inc,2012,0,2012-01-01,2012-10-03,IPO,Jay_Ritter,,,,2012-01-01,2012-10-03,1,0.75564681724846,Other,Unknown,Unknown,1,12,2010,0,0.5628373458541704
Fleetmatics Group PLC,2004,0,2005-01-01,2012-10-04,IPO,Jay_Ritter,,,,2005-01-01,2012-10-04,1,7.756331279945243,Other,Unknown,Unknown,0,20,2000,0,2.1697770135663355
Regulus Therapeutics Inc,2007,0,2010-10-28,2012-10-04,IPO,Jay_Ritter,,,,2010-10-28,2012-10-04,1,1.9356605065023955,Other,Unknown,Unknown,0,17,2000,0,1.0769324727661809
Ambarella Inc,2004,1,2006-02-01,2012-10-09,IPO,Jay_Ritter,,,,2006-02-01,2012-10-09,1,6.685831622176591,Other,Unknown,Unknown,0,20,2000,0,2.039378584821839
Hamilton Bancorp Inc,2012,0,2012-01-01,2012-10-10,IPO,Jay_Ritter,,,,2012-01-01,2012-10-10,1,0.7748117727583846,Other,Unknown,Unknown,1,12,2010,0,0.5736943737879648
Intercept Pharmaceuticals Inc,2002,1,2010-01-25,2012-10-10,IPO,Jay_Ritter,,,,2010-01-25,2012-10-10,1,2.707734428473648,Other,Unknown,Unknown,0,22,2000,0,1.3104210239071994
KYTHERA Biopharmaceuticals Inc,2004,1,2005-09-16,2012-10-10,IPO,Jay_Ritter,,,,2005-09-16,2012-10-10,1,7.066392881587953,Other,Unknown,Unknown,0,20,2000,0,2.087706403619532
Shutterstock Inc,2007,1,2008-01-01,2012-10-10,IPO,Jay_Ritter,,,,2008-01-01,2012-10-10,1,4.774811772758385,Other,Unknown,Unknown,0,17,2000,0,1.7535056624149272
Diamondback Energy Inc,2007,0,2008-01-01,2012-10-11,IPO,Jay_Ritter,,,,2008-01-01,2012-10-11,1,4.777549623545517,Other,Unknown,Unknown,0,17,2000,0,1.7539796522330204
Linn Co LLC,2003,0,2004-01-01,2012-10-11,IPO,Jay_Ritter,,,,2004-01-01,2012-10-11,1,8.777549623545516,Other,Unknown,Unknown,0,21,2000,0,2.2800889029141738
Workday Inc,2005,1,2005-01-01,2012-10-11,IPO,Jay_Ritter,,,,2005-01-01,2012-10-11,1,7.775496235455168,Other,Unknown,Unknown,0,19,2000,0,2.171963318802001
Methes Energies International,2007,0,2008-01-01,2012-10-12,IPO,Jay_Ritter,,,,2008-01-01,2012-10-12,1,4.780287474332649,Other,Unknown,Unknown,0,17,2000,0,1.754453417491201
Seadrill Partners LLC,2010,0,2011-01-01,2012-10-18,IPO,Jay_Ritter,,,,2011-01-01,2012-10-18,1,1.7960301163586585,Other,Unknown,Unknown,1,14,2010,0,1.0282005955434037
Monroe Capital Corp,2011,0,2012-01-01,2012-10-24,IPO,Jay_Ritter,,,,2012-01-01,2012-10-24,1,0.813141683778234,Other,Unknown,Unknown,1,13,2010,0,0.5950610775213702
Aquasition Corp,2012,0,2012-01-01,2012-10-25,IPO,Jay_Ritter,,,,2012-01-01,2012-10-25,1,0.8158795345653662,Other,Unknown,Unknown,1,12,2010,0,0.5965699423870402
Babson Capital Global Short,2011,0,2012-01-01,2012-10-25,IPO,Jay_Ritter,,,,2012-01-01,2012-10-25,1,0.8158795345653662,Other,Unknown,Unknown,1,13,2010,0,0.5965699423870402
Stone Harbor Emerging Markets,2012,0,2012-01-01,2012-10-25,IPO,Jay_Ritter,,,,2012-01-01,2012-10-25,1,0.8158795345653662,Other,Unknown,Unknown,1,12,2010,0,0.5965699423870402
Atossa Genetics Inc,2009,0,2011-06-27,2012-11-07,IPO,Jay_Ritter,,,,2011-06-27,2012-11-07,1,1.3661875427789183,Other,Unknown,Unknown,1,15,2000,0,0.861280028170925
OFS Capital Corp,2001,0,2002-01-01,2012-11-07,IPO,Jay_Ritter,,,,2002-01-01,2012-11-07,1,10.850102669404516,Other,Unknown,Unknown,0,23,2000,0,2.4723365316283763
Ruckus Wireless Inc,2004,1,2005-09-19,2012-11-15,IPO,Jay_Ritter,,,,2005-09-19,2012-11-15,1,7.156741957563312,Other,Unknown,Unknown,0,20,2000,0,2.0988448193401066
Wheeler REIT Inc,2011,0,2012-01-01,2012-11-16,IPO,Jay_Ritter,,,,2012-01-01,2012-11-16,1,0.8761122518822724,Other,Unknown,Unknown,1,13,2010,0,0.6292016845520862
Alon USA Partners LP,2012,0,2012-01-01,2012-11-19,IPO,Jay_Ritter,,,,2012-01-01,2012-11-19,1,0.8843258042436687,Other,Unknown,Unknown,1,12,2010,0,0.6335700933919078
YY Inc,2005,1,2006-01-01,2012-11-20,IPO,Jay_Ritter,,,,2006-01-01,2012-11-20,1,6.885694729637235,Other,Unknown,Unknown,0,19,2000,0,2.065050324287354
Ares Dynamic Credit Allocation,2011,0,2012-01-01,2012-11-28,IPO,Jay_Ritter,,,,2012-01-01,2012-11-28,1,0.9089664613278576,Other,Unknown,Unknown,1,13,2010,0,0.6465619758767894
WhiteHorse Finance LLC,2011,0,2012-01-01,2012-12-04,IPO,Jay_Ritter,,,,2012-01-01,2012-12-04,1,0.9253935660506504,Other,Unknown,Unknown,1,13,2010,0,0.6551303967391574
Nuveen Intermediate Duration,2012,0,2012-01-01,2012-12-06,IPO,Jay_Ritter,,,,2012-01-01,2012-12-06,1,0.9308692676249144,Other,Unknown,Unknown,1,12,2010,0,0.6579702992512968
SolarCity Corp,2006,1,2006-09-15,2012-12-12,IPO,Jay_Ritter,,,,2006-09-15,2012-12-12,1,6.242299794661191,Other,Unknown,Unknown,0,18,2000,0,1.9799388071534623
Chart Acquisition Corp,2011,0,2012-01-01,2012-12-13,IPO,Jay_Ritter,,,,2012-01-01,2012-12-13,1,0.9500342231348392,Other,Unknown,Unknown,1,13,2010,0,0.6678469227472088
CIS Acquisition Ltd,2012,0,2012-01-01,2012-12-19,IPO,Jay_Ritter,,,,2012-01-01,2012-12-19,1,0.9664613278576316,Other,Unknown,Unknown,1,12,2010,0,0.67623564722859
Sprott Physical Platinum Pall,2012,0,2012-01-01,2012-12-19,IPO,Jay_Ritter,,,,2012-01-01,2012-12-19,1,0.9664613278576316,Other,Unknown,Unknown,1,12,2010,0,0.67623564722859
USA Compression Partners LP,2008,0,2009-01-01,2013-01-14,IPO,Jay_Ritter,,,,2009-01-01,2013-01-14,1,4.035592060232717,Other,Unknown,Unknown,0,16,2000,0,1.6165311081815648
CVR Refining LP,2012,0,2013-01-01,2013-01-16,IPO,Jay_Ritter,,,,2013-01-01,2013-01-16,1,0.0410677618069815,Other,Unknown,Unknown,1,12,2010,0,0.040246880508593354
CyrusOne Inc,2012,0,2009-11-30,2013-01-17,IPO,Jay_Ritter,,,,2009-11-30,2013-01-17,1,3.132101300479124,Other,Unknown,Unknown,1,12,2010,0,1.4187860670457266
SunCoke Energy Partners LP,2012,0,2013-01-01,2013-01-17,IPO,Jay_Ritter,,,,2013-01-01,2013-01-17,1,0.0438056125941136,Other,Unknown,Unknown,1,12,2010,0,0.04287327729081249
Gladstone Land Corp,1997,0,1998-01-01,2013-01-28,IPO,Jay_Ritter,,,,1998-01-01,2013-01-28,1,15.07460643394935,Other,Unknown,Unknown,0,27,1990,0,2.777240786710396
PIMCO Dynamic Credit Income,2012,0,2013-01-01,2013-01-28,IPO,Jay_Ritter,,,,2013-01-01,2013-01-28,1,0.0739219712525667,Other,Unknown,Unknown,1,12,2010,0,0.07131734098233308
Stemline Therapeutics Inc,2003,1,2008-04-09,2013-01-28,IPO,Jay_Ritter,,,,2008-04-09,2013-01-28,1,4.804928131416838,Other,Unknown,Unknown,0,21,2000,0,1.7587072346110006
TRI Pointe Homes Inc,2009,0,2010-01-01,2013-01-30,IPO,Jay_Ritter,,,,2010-01-01,2013-01-30,1,3.080082135523614,Other,Unknown,Unknown,1,15,2000,0,1.406117119469227
KaloBios Pharmaceuticals Inc,2000,1,2008-12-22,2013-01-31,IPO,Jay_Ritter,,,,2008-12-22,2013-01-31,1,4.1095140314852845,Other,Unknown,Unknown,0,24,2000,0,1.6311042982225914
ExOne Co,2005,0,2006-01-01,2013-02-06,IPO,Jay_Ritter,,,,2006-01-01,2013-02-06,1,7.099247091033539,Other,Unknown,Unknown,0,19,2000,0,2.0917711056338595
Health Ins Innovations Inc,2003,0,2004-01-01,2013-02-07,IPO,Jay_Ritter,,,,2004-01-01,2013-02-07,1,9.103353867214237,Other,Unknown,Unknown,0,21,2000,0,2.3128674347862974
New Source Energy Partners LP,2012,0,2013-01-01,2013-02-07,IPO,Jay_Ritter,,,,2013-01-01,2013-02-07,1,0.1013004791238877,Other,Unknown,Unknown,1,12,2010,0,0.09649173524168368
Nuveen Int Duration Qlty Mun,2012,0,2013-01-01,2013-02-07,IPO,Jay_Ritter,,,,2013-01-01,2013-02-07,1,0.1013004791238877,Other,Unknown,Unknown,1,12,2010,0,0.09649173524168368
ZAIS Financial Corp,2011,0,2012-01-01,2013-02-07,IPO,Jay_Ritter,,,,2012-01-01,2013-02-07,1,1.103353867214237,Other,Unknown,Unknown,1,13,2010,0,0.7435331503797852
ConnectOne Bancorp Inc,2005,0,2006-01-01,2013-02-11,IPO,Jay_Ritter,,,,2006-01-01,2013-02-11,1,7.112936344969199,Other,Unknown,Unknown,0,19,2000,0,2.093459867328801
Xoom Corp,2001,1,2002-01-01,2013-02-14,IPO,Jay_Ritter,,,,2002-01-01,2013-02-14,1,11.121149897330596,Other,Unknown,Unknown,0,23,2000,0,2.4949518521580996
Apollo Tactical Income Fund,2011,0,2012-01-01,2013-02-25,IPO,Jay_Ritter,,,,2012-01-01,2013-02-25,1,1.1526351813826146,Other,Unknown,Unknown,1,13,2010,0,0.7666927573838414
Professional Diversity Network,2003,0,2004-01-01,2013-03-05,IPO,Jay_Ritter,,,,2004-01-01,2013-03-05,1,9.174537987679672,Other,Unknown,Unknown,0,21,2000,0,2.3198883236814987
Silver Spring Networks Inc,2002,1,2007-04-04,2013-03-12,IPO,Jay_Ritter,,,,2007-04-04,2013-03-12,1,5.938398357289528,Other,Unknown,Unknown,0,22,2000,0,1.9370709636317003
Model N Inc,1999,1,2000-01-01,2013-03-19,IPO,Jay_Ritter,,,,2000-01-01,2013-03-19,1,13.21286789869952,Other,Unknown,Unknown,0,25,1990,0,2.6541477443141543
Tetraphase Pharmaceuticals Inc,2006,1,2008-08-07,2013-03-19,IPO,Jay_Ritter,,,,2008-08-07,2013-03-19,1,4.61327857631759,Other,Unknown,Unknown,0,18,2000,0,1.7251349652857118
Aviv REIT Inc,2008,0,2009-01-01,2013-03-20,IPO,Jay_Ritter,,,,2009-01-01,2013-03-20,1,4.213552361396304,Other,Unknown,Unknown,0,16,2000,0,1.6512614586220886
Enanta Pharmaceuticals Inc,1995,1,1995-01-01,2013-03-20,IPO,Jay_Ritter,,,,1995-01-01,2013-03-20,1,18.21492128678987,Other,Unknown,Unknown,0,29,1990,0,2.9556871275624044
Five Oaks Investment Corp,2012,0,2013-01-01,2013-03-21,IPO,Jay_Ritter,,,,2013-01-01,2013-03-21,1,0.216290212183436,Other,Unknown,Unknown,1,12,2010,0,0.19580541640395185
HF2 Financial Management Inc,2012,0,2013-01-01,2013-03-21,IPO,Jay_Ritter,,,,2013-01-01,2013-03-21,1,0.216290212183436,Other,Unknown,Unknown,1,12,2010,0,0.19580541640395185
Marin Software Inc,2006,1,2006-10-05,2013-03-21,IPO,Jay_Ritter,,,,2006-10-05,2013-03-21,1,6.458590006844627,Other,Unknown,Unknown,0,18,2000,0,2.009366389226187
Brookfield Mortgage Opport,2012,0,2013-01-01,2013-03-25,IPO,Jay_Ritter,,,,2013-01-01,2013-03-25,1,0.2272416153319644,Other,Unknown,Unknown,1,12,2010,0,0.2047690618544334
Cohen & Steers MLP Income &,2012,0,2013-01-01,2013-03-25,IPO,Jay_Ritter,,,,2013-01-01,2013-03-25,1,0.2272416153319644,Other,Unknown,Unknown,1,12,2010,0,0.2047690618544334
Eaton Vance Municipal Inc Tr,2012,0,2013-01-01,2013-03-25,IPO,Jay_Ritter,,,,2013-01-01,2013-03-25,1,0.2272416153319644,Other,Unknown,Unknown,1,12,2010,0,0.2047690618544334
NV5 Holdings Inc,2011,0,2012-01-01,2013-03-27,IPO,Jay_Ritter,,,,2012-01-01,2013-03-27,1,1.2347707049965777,Other,Unknown,Unknown,1,13,2010,0,0.804138629959832
Independent Bank Group Inc,2013,0,2013-01-01,2013-04-02,IPO,Jay_Ritter,,,,2013-01-01,2013-04-02,1,0.2491444216290212,Other,Unknown,Unknown,1,11,2010,0,0.22245885426589238
Cancer Genetics,1999,0,2000-01-01,2013-04-05,IPO,Jay_Ritter,,,,2000-01-01,2013-04-05,1,13.259411362080767,Other,Unknown,Unknown,0,25,1990,0,2.6574171351776825
KNOT Offshore Partners LP,2013,0,2013-01-01,2013-04-09,IPO,Jay_Ritter,,,,2013-01-01,2013-04-09,1,0.2683093771389459,Other,Unknown,Unknown,1,11,2010,0,0.2376848145346603
Westbury Bancorp Inc,2012,0,2013-01-01,2013-04-09,IPO,Jay_Ritter,,,,2013-01-01,2013-04-09,1,0.2683093771389459,Other,Unknown,Unknown,1,12,2010,0,0.2376848145346603
Chimerix Inc,2000,1,2004-11-04,2013-04-10,IPO,Jay_Ritter,,,,2004-11-04,2013-04-10,1,8.429842573579739,Other,Unknown,Unknown,0,24,2000,0,2.2438794022938993
Omthera Pharmaceuticals Inc,2008,1,2010-03-30,2013-04-11,IPO,Jay_Ritter,,,,2010-03-30,2013-04-11,1,3.033538672142368,Other,Unknown,Unknown,0,16,2000,0,1.3946440730872138
Rally Software Dvlp Corp,2002,1,2003-01-01,2013-04-11,IPO,Jay_Ritter,,,,2003-01-01,2013-04-11,1,10.275154004106776,Other,Unknown,Unknown,0,22,2000,0,2.422601544196283
Hannon Armstrong,2012,0,2013-01-01,2013-04-17,IPO,Jay_Ritter,,,,2013-01-01,2013-04-17,1,0.2902121834360027,Other,Unknown,Unknown,1,12,2010,0,0.2548066881314116
Blackhawk Network Holdings Inc,2001,0,2002-01-01,2013-04-18,IPO,Jay_Ritter,,,,2002-01-01,2013-04-18,1,11.293634496919918,Other,Unknown,Unknown,0,23,2000,0,2.509081607842762
DoubleLine Income Solutions,2009,0,2010-01-01,2013-04-25,IPO,Jay_Ritter,,,,2010-01-01,2013-04-25,1,3.3127994524298425,Other,Unknown,Unknown,1,15,2000,0,1.461587218191356
Ellington Residential,2012,0,2013-01-01,2013-05-01,IPO,Jay_Ritter,,,,2013-01-01,2013-05-01,1,0.3285420944558521,Other,Unknown,Unknown,1,12,2010,0,0.2840821714183107
ING US Inc,1999,0,2000-01-01,2013-05-01,IPO,Jay_Ritter,,,,2000-01-01,2013-05-01,1,13.3305954825462,Other,Unknown,Unknown,0,25,1990,0,2.6623967959345616
Harvest Capital Credit Corp,2011,0,2012-01-01,2013-05-02,IPO,Jay_Ritter,,,,2012-01-01,2013-05-02,1,1.3333333333333333,Other,Unknown,Unknown,1,13,2010,0,0.8472978603872036
QIWI PLC,2007,0,2008-01-01,2013-05-02,IPO,Jay_Ritter,,,,2008-01-01,2013-05-02,1,5.333333333333333,Other,Unknown,Unknown,0,17,2000,0,1.8458266904983307
American Residential Ppty Inc,2012,0,2013-01-01,2013-05-08,IPO,Jay_Ritter,,,,2013-01-01,2013-05-08,1,0.3477070499657768,Other,Unknown,Unknown,1,12,2010,0,0.298404666888426
Cyan Inc,2006,1,2007-05-03,2013-05-08,IPO,Jay_Ritter,,,,2007-05-03,2013-05-08,1,6.015058179329227,Other,Unknown,Unknown,0,18,2000,0,1.9480590070808634
Emerge Energy Services LP,2012,0,2013-01-01,2013-05-08,IPO,Jay_Ritter,,,,2013-01-01,2013-05-08,1,0.3477070499657768,Other,Unknown,Unknown,1,12,2010,0,0.298404666888426
PennyMac Finl Svcs Inc,2008,1,2009-01-01,2013-05-08,IPO,Jay_Ritter,,,,2009-01-01,2013-05-08,1,4.347707049965777,Other,Unknown,Unknown,0,16,2000,0,1.6766678802460449
Receptos Inc,2008,1,2009-11-23,2013-05-08,IPO,Jay_Ritter,,,,2009-11-23,2013-05-08,1,3.455167693360712,Other,Unknown,Unknown,0,16,2000,0,1.494064701821688
TriState Capital Holdings Inc,2007,0,2008-01-01,2013-05-08,IPO,Jay_Ritter,,,,2008-01-01,2013-05-08,1,5.349760438056126,Other,Unknown,Unknown,0,17,2000,0,1.8484170859025721
BioAmber Inc,2008,1,2011-05-04,2013-05-09,IPO,Jay_Ritter,,,,2011-05-04,2013-05-09,1,2.0150581793292264,Other,Unknown,Unknown,0,16,2000,0,1.1036191266195803
First NBC Bank Holding Co,2006,0,2007-01-01,2013-05-09,IPO,Jay_Ritter,,,,2007-01-01,2013-05-09,1,6.351813826146475,Other,Unknown,Unknown,0,18,2000,0,1.9949470618473475
Capitol Acquisition Corp II,2010,0,2011-01-01,2013-05-10,IPO,Jay_Ritter,,,,2011-01-01,2013-05-10,1,2.3545516769336072,Other,Unknown,Unknown,1,14,2010,0,1.210318133158848
Ambit Biosciences Corp,2000,1,2011-06-10,2013-05-15,IPO,Jay_Ritter,,,,2011-06-10,2013-05-15,1,1.9301848049281312,Other,Unknown,Unknown,0,24,2000,0,1.0750654943942466
Marketo Inc,2006,1,2006-10-01,2013-05-16,IPO,Jay_Ritter,,,,2006-10-01,2013-05-16,1,6.622861054072553,Other,Unknown,Unknown,0,18,2000,0,2.0311517656424005
Tableau Software Inc,2004,1,2004-01-01,2013-05-16,IPO,Jay_Ritter,,,,2004-01-01,2013-05-16,1,9.371663244353185,Other,Unknown,Unknown,0,20,2000,0,2.339077399385463
Alcobra Ltd,2008,0,2009-01-01,2013-05-21,IPO,Jay_Ritter,,,,2009-01-01,2013-05-21,1,4.383299110198494,Other,Unknown,Unknown,0,16,2000,0,1.6833014037416787
